tipo_documento,numero_documento,raz_n_social,pa_s,departamento_estado,ciudad,direcci_n,tel_fono,p_gina_web,correo_electr_nico,fuente_origen_del_dato,enlace_origen_del_dato,presta_de_tercero,portal_transaccional,nombre_de_la_prueba,descripci_n,documento_de_referencia,m_todo,fecha_de_actualizaci_n_de,acreditaci_n_vigente,equipos,tiempo_de_duraci_n_de_la
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Identificación molecular de hongos pertenecientes a la especie Penicillium pinophilum y Penicillium janthinellum. Método: Biología molecular mediante la amplificación del gen ITS1 e ITS4.,"Identificación de Hongos  mediante la secuenciación de fragmentos de ADN ITS1 e ITS4, amplificados por PCR y secuenciados.72",No Aplica,Identificación de Hongos  mediante la secuenciación de fragmentos de ADN ITS1 e ITS4,2023/04/22 00:02:40.000,0,No Aplica,72
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Identificación molecular de hongos pertenecientes a la especie Penicillium pinophilum y Penicillium janthinellum. Método: Biología molecular mediante la amplificación del gen ITS1 e ITS4.,"Identificación de Hongos  mediante la secuenciación de fragmentos de ADN ITS1 e ITS4, amplificados por PCR y secuenciados.72",No Aplica,Identificación de Hongos  mediante la secuenciación de fragmentos de ADN ITS1 e ITS4,2023/04/22 00:02:40.000,0,No Aplica,72
nit,830026911-9,Quasfar M&F SA,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 68  # 17  90 oficina201,4470047,www.quasfar.com,guillermo.cuadros@quasfar.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Valoración por HPLC,Según USP,No Aplica,"Valoración por HPLC por UV, DAD, Fluorecencia y/o RID",2023/04/22 00:02:40.000,0,No Aplica,8
CIN,L24219GJ1985PLC025132,UPL LIMITED,India,No Reporta,Mumbai,"11th Road, Khar West, Mumbai",+912602432716,www.upl-ltd.com,liliana.alvarez@upl-ltd.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación del % Acephate TC,"Preparar la solución de la muestra interna (0,8 g en 100 ml de MDC). Pesar el estándar (100 mg) y la muestra (100 mg) en un matraz volumétrico de 50 ml. Añadir 5 ml de solución Int. STd. en el matraz. Disolver y diluir hasta la marca con MDC. Hacer diluciones duplicadas de la solución estándar y de la muestra. Inyectar en GC. Integrar las áreas bajo los picos (Acefato y Muestra Int.). Calcular el ensayo (%w/w) utilizando la fórmula",No Aplica,URCT/TM/10 (Issue No. 01 & Issue date 10-09-2019),2023/04/22 00:02:40.000,1,No Aplica,5
CIN,L24219GJ1985PLC025132,UPL LIMITED,India,No Reporta,Mumbai,"11th Road, Khar West, Mumbai",+912602432716,www.upl-ltd.com,liliana.alvarez@upl-ltd.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación del % Acephate TC,"Preparar la solución de la muestra interna (0,8 g en 100 ml de MDC). Pesar el estándar (100 mg) y la muestra (100 mg) en un matraz volumétrico de 50 ml. Añadir 5 ml de solución Int. STd. en el matraz. Disolver y diluir hasta la marca con MDC. Hacer diluciones duplicadas de la solución estándar y de la muestra. Inyectar en GC. Integrar las áreas bajo los picos (Acefato y Muestra Int.). Calcular el ensayo (%w/w) utilizando la fórmula",No Aplica,URCT/TM/10 (Issue No. 01 & Issue date 10-09-2019),2023/04/22 00:02:40.000,1,No Aplica,5
Escritura Pública,12178,Laboratorios Roy H. Anderson S.A. de C.V.,México,No Reporta,Celaya,Calle Norte 11 Mza 1 Lote 1 SN Planta Baja Cd. Industrial Celaya Gto CP 38010,+524616118107,http://laboratoriosanderson.com/,rgutierrez@laboratoriosanderson.com,No Aplica,No Aplica,No Aplica,No Aplica,Myclobutanil,"Se emplea un solvente que sea afín al ingrediente activo para disolver la muestra y mediante cromatografía de líquidos de alta resolución (HPLC), se lleva a cabo una separación de los distintos componentes por interacciones fisicoquímicas, permitiendo la cuantificación del I.A. usando un estándar como material de referencia.",No Aplica,Método interno HPLC -UV/Vis,2023/04/22 00:02:40.000,1,No Aplica,4
nit,800216838-5,CORPORACIÓN CENTRO DE INVESTIGACIÓN DE LA ACUICULTURA DE COLOMBIA “CENIACUA”,Colombia,Bolívar,Cartagena,PUNTA CANOA,6659206,www.ceniacua.org,xcaraballo@ceniacua.org,No Aplica,No Aplica,No Aplica,No Aplica,Detección de la Enfermedad de la Necrosis Hepatopancreática Aguda (AHPND),"La técnica de amplificación de ADN mediante la reacción en cadena de la polimerasa (PCR) nested es una técnica que consiste en la amplificación in vitro de un fragmento de ADN específico, para mejorar la sensibilidad y especificidad se realizan dos rondas de amplificación usando distintos pares de cebadores en cada una. La PCR está diseñada para la detección del plásmido pVA1 del Vibrio parahaemolyticus Vp AHPND",No Aplica,"Manual de las pruebas de diagnóstico para los animales acuátIcos, OIE, capitulo 2.3.1",2023/04/22 00:02:40.000,0,No Aplica,6
nit,830052939-4,Agrilab Laboratorios SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 79 B # 70 - 16,5717454697,https://agrilab.com.co/,subgerencia@agrilab.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Calcio total.,Basado en NTC 5167 - EPA7000B,No Aplica,Basado en NTC 5167 - EPA7000B,2023/04/22 00:02:40.000,0,No Aplica,6
nit,830052939-4,Agrilab Laboratorios SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 79 B # 70 - 16,5717454697,https://agrilab.com.co/,subgerencia@agrilab.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Aminoácido libre: Metionina (MET).,Basado en Agilent Technologies: Improved Amino Acid Methods,No Aplica,Basado en Agilent Technologies: Improved Amino Acid Methods,2023/04/22 00:02:40.000,0,No Aplica,6
nit,860015542-6,Universidad de la Salle,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 5  # 59 a 44,3488000,No Reporta,iso17025@lasalle.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Análisis de potasio,"La muestra es sometida a digestión de la materia orgánica por calcinación y las cenizas resultantes son disueltas en solución de HCl, posteriormente es aspirada y atomizada al interior de la llama. Un rayo de luz directo pasa por la llama, entra al monocromador y el detector mide la cantidad de luz absorbida por el elemento atomizado. El potasio se cuantifica por interpolación en curva de calibración.",No Aplica,"AOAC 985.35 AOAC INTERNATIONAL. MINERAL IN INFANT FORMULA, ENTERAL PRODUCTS AND PET FOODS. (19TH)",2023/04/22 00:02:40.000,0,No Aplica,6
Escritura Pública,12178,Laboratorios Roy H. Anderson S.A. de C.V.,México,No Reporta,Celaya,Calle Norte 11 Mza 1 Lote 1 SN Planta Baja Cd. Industrial Celaya Gto CP 38010,+524616118107,http://laboratoriosanderson.com/,rgutierrez@laboratoriosanderson.com,No Aplica,No Aplica,No Aplica,No Aplica,Nitrógeno nítrico,"La determinación de nitrógeno nítrico por este método involucra tres pasos: 
A)  Determinación del Nitrógeno total
B)  Determinación de Nitrógeno insoluble en agua.
C) Determinación de Nitrógeno en el filtrado obtenido en la determinación de nitrógeno insoluble en agua y por ultimo.
D) Cálculo del nitrógeno nítrico por diferencia. Este método es aplicable a muestras que contengan Cianamida Cálcica y/o Urea.",No Aplica,"Método interno basado en variante Jones del método Robertson FOA, legislación sobre fertilizantes.",2023/04/22 00:02:40.000,1,No Aplica,4
nit,900195344-1,Marquimica S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 134 D # 52 A 26,6159504,No Reporta,marquimica.control@outlook.com,No Aplica,No Aplica,No Aplica,No Aplica,Estudios de Estabilidad Acelerada,Predecir vida util de los productos terminados,No Aplica,RESOLUCIÓN No. 03827,2023/04/22 00:02:40.000,0,No Aplica,6
nit,900195344-1,Marquimica S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 134 D # 52 A 26,6159504,No Reporta,marquimica.control@outlook.com,No Aplica,No Aplica,No Aplica,No Aplica,Estudios de Estabilidad Acelerada,Predicción de vida útil de producto terminado,No Aplica,RESOLUCIÓN No. 03827,2023/04/22 00:02:40.000,0,No Aplica,6
nit,830052939-4,Agrilab Laboratorios SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 79 B # 70 - 16,5717454697,https://agrilab.com.co/,subgerencia@agrilab.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Aminoácido libre: Ácido Aspártico (ASP),Basado en Agilent Technologies: Improved Amino Acid Methods,No Aplica,Basado en Agilent Technologies: Improved Amino Acid Methods,2023/04/22 00:02:40.000,0,No Aplica,6
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,pH,"Procedimiento: Si la muestra es líquida o tiene una gran cantidad de agua proceder a homogenizar y agitar la muestra para medir el pH directamente. Algunas muestras requieren una preparación especial como se describe a continuación: Muestras de ensilaje y compostaje: En un beaker de 600 ml depositar un poco de muestra (≈50 gr.), depositar aproximadamente 100 ml de agua destilada, agitar frecuentemente durante media hora. Decantar, separar la parte líquida en un beaker de 100 ml y determinar el pH a la solución usando el potenciómetro. Otras muestras semisólidas o sólidas: Las muestras a las cuales no se les puede medir el pH directamente requieren que se maceren o se disminuya el tamaño de su partícula, mezclar con agua destilada durante un tiempo no inferior a 30 minutos y proceder a medir el pH a la fase líquida. Muestras de agua: analizar las muestras tan pronto como sea posible, preferiblemente dentro de pocas horas. No abrir la botella de muestra antes del análisis. Lavar el electrodo de inmersión 6-8 veces con la porción de muestra. Tomar la lectura cuando se estabilice.                                          Este procedimiento aplica para agua potable, aguas superficiales y salinas y desechos domésticos e industriales. En aceites y grasas, por los electrodos de revestimiento, puede ocasionar una respuesta lenta. Nota: el pH se debe leer en un rango de temperatura entre 20 y 25°C.",No Aplica,Determinación de pH MRE-001 V09:2018 Numeral 5.25,2023/04/22 00:02:40.000,0,No Aplica,1
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,pH,"Procedimiento: Si la muestra es líquida o tiene una gran cantidad de agua proceder a homogenizar y agitar la muestra para medir el pH directamente. Algunas muestras requieren una preparación especial como se describe a continuación: Muestras de ensilaje y compostaje: En un beaker de 600 ml depositar un poco de muestra (≈50 gr.), depositar aproximadamente 100 ml de agua destilada, agitar frecuentemente durante media hora. Decantar, separar la parte líquida en un beaker de 100 ml y determinar el pH a la solución usando el potenciómetro. Otras muestras semisólidas o sólidas: Las muestras a las cuales no se les puede medir el pH directamente requieren que se maceren o se disminuya el tamaño de su partícula, mezclar con agua destilada durante un tiempo no inferior a 30 minutos y proceder a medir el pH a la fase líquida. Muestras de agua: analizar las muestras tan pronto como sea posible, preferiblemente dentro de pocas horas. No abrir la botella de muestra antes del análisis. Lavar el electrodo de inmersión 6-8 veces con la porción de muestra. Tomar la lectura cuando se estabilice.                                          Este procedimiento aplica para agua potable, aguas superficiales y salinas y desechos domésticos e industriales. En aceites y grasas, por los electrodos de revestimiento, puede ocasionar una respuesta lenta. Nota: el pH se debe leer en un rango de temperatura entre 20 y 25°C.",No Aplica,Determinación de pH MRE-001 V09:2018 Numeral 5.25,2023/04/22 00:02:40.000,0,No Aplica,1
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,pH,"Procedimiento: Si la muestra es líquida o tiene una gran cantidad de agua proceder a homogenizar y agitar la muestra para medir el pH directamente. Algunas muestras requieren una preparación especial como se describe a continuación: Muestras de ensilaje y compostaje: En un beaker de 600 ml depositar un poco de muestra (≈50 gr.), depositar aproximadamente 100 ml de agua destilada, agitar frecuentemente durante media hora. Decantar, separar la parte líquida en un beaker de 100 ml y determinar el pH a la solución usando el potenciómetro. Otras muestras semisólidas o sólidas: Las muestras a las cuales no se les puede medir el pH directamente requieren que se maceren o se disminuya el tamaño de su partícula, mezclar con agua destilada durante un tiempo no inferior a 30 minutos y proceder a medir el pH a la fase líquida. Muestras de agua: analizar las muestras tan pronto como sea posible, preferiblemente dentro de pocas horas. No abrir la botella de muestra antes del análisis. Lavar el electrodo de inmersión 6-8 veces con la porción de muestra. Tomar la lectura cuando se estabilice.                                          Este procedimiento aplica para agua potable, aguas superficiales y salinas y desechos domésticos e industriales. En aceites y grasas, por los electrodos de revestimiento, puede ocasionar una respuesta lenta. Nota: el pH se debe leer en un rango de temperatura entre 20 y 25°C.",No Aplica,Determinación de pH MRE-001 V09:2018 Numeral 5.25,2023/04/22 00:02:40.000,0,No Aplica,1
nit,900625445-1,Rodam Analisis SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 50 bis # 44 a 32,7325445,https://rodamanalisis.com/,rodam.analisis@gmail.com,No Aplica,No Aplica,No Aplica,No Aplica,Pruebas de microorganismos específicos Enterobacterias,"La evaluación de la presencia y cantidad de microorganismos en productos, materias primas, equipos, utensilios,  instalaciones y personal involucrado en el proceso de producción es un factor muy importante para garantizar que este sea inocuo y no produzca daño a los consumidores. Cuando no se produce bajo las condiciones adecuadas, en el producto se desarrollan microorganismos que pueden deteriorar la calidad y características del producto, y algunos pueden incluso constituir un riesgo a la salud. Por esto es importante realizar un control y aseguramiento de calidad durante todo el proceso de producción, realizando estudios microbiológicos para detectar la presencia e identificación de estos microorganismos. Este procedimiento establece los lineamientos para el desarrollo de las pruebas de análisis microbiológico adecuadas",No Aplica,"siguiendo USP 44, capítulo 61",2023/04/22 00:02:40.000,0,No Aplica,120
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,pH,"Procedimiento: Si la muestra es líquida o tiene una gran cantidad de agua proceder a homogenizar y agitar la muestra para medir el pH directamente. Algunas muestras requieren una preparación especial como se describe a continuación: Muestras de ensilaje y compostaje: En un beaker de 600 ml depositar un poco de muestra (≈50 gr.), depositar aproximadamente 100 ml de agua destilada, agitar frecuentemente durante media hora. Decantar, separar la parte líquida en un beaker de 100 ml y determinar el pH a la solución usando el potenciómetro. Otras muestras semisólidas o sólidas: Las muestras a las cuales no se les puede medir el pH directamente requieren que se maceren o se disminuya el tamaño de su partícula, mezclar con agua destilada durante un tiempo no inferior a 30 minutos y proceder a medir el pH a la fase líquida. Muestras de agua: analizar las muestras tan pronto como sea posible, preferiblemente dentro de pocas horas. No abrir la botella de muestra antes del análisis. Lavar el electrodo de inmersión 6-8 veces con la porción de muestra. Tomar la lectura cuando se estabilice.                                          Este procedimiento aplica para agua potable, aguas superficiales y salinas y desechos domésticos e industriales. En aceites y grasas, por los electrodos de revestimiento, puede ocasionar una respuesta lenta. Nota: el pH se debe leer en un rango de temperatura entre 20 y 25°C.",No Aplica,Determinación de pH MRE-001 V09:2018 Numeral 5.25,2023/04/22 00:02:40.000,0,No Aplica,1
nit,860049921-0,SGS COLOMBIA SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 100  # 25 C 11,7422274,www.sgs.co,camilo.gaviria@sgs.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación Metales totales,Determinación  de Metales totales  por Determinación Metales totales por ICP-MS,No Aplica,Método interno basado en IGAC,2023/04/22 00:02:40.000,0,No Aplica,6
nit,860049921-0,SGS COLOMBIA SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 100  # 25 C 11,7422274,www.sgs.co,camilo.gaviria@sgs.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación Metales totales,Determinación  de Metales totales  por Determinación Metales totales por ICP-MS,No Aplica,Método interno basado en IGAC,2023/04/22 00:02:40.000,0,No Aplica,6
